Sample,Barcode,"",Glucose Avg(g/L),Xylose Avg(g/L),Pyruvate Avg(g/L),Xylitol Avg(g/L),Succinate Avg(g/L),Lactate Avg(g/L),Glycerol Avg(g/L),Formate Avg(g/L),Acetate Avg(g/L),Ethanol Avg(g/L),Cellobiose Avg(g/L)
20190916-f-46,I0035639,"",0.0,0.2384980193,0.0,0.0,0.030163335066666666666666667,0.0,0.3736017628,0.263978674466666666666666667,0.611975905373333333333333333333333333,1.803300810533333333333333333333333333,0.0
20190916-f-47,I0035733,"",0.0,0.224949287233333333333333333,0.0,0.0,0.030584916366666666666666667,0.145716410666666666666666667,0.345856273666666666666666667,0.0,2.840554684466666666666666666666666667,1.072142268533333333333333333333333333,0.0
20190916-f-48,I0035430,"",0.0,0.239315727366666666666666667,0.0,0.0,0.0,0.143751165333333333333333333,0.321919319966666666666666667,0.827938081033333333333333333333333333,2.928107292613333333333333333333333333,0.898525630733333333333333333333333333,0.0
20190916-f-49,I0035381,"",1.504630861866666606613333333333333333333333333,0.0,0.0,0.0,0.0,0.149135847466666666666666667,0.499656396600000030696666666666666666666666667,0.814215310566666666666666666666666667,0.0,2.844813286,0.0
20190916-f-50,I0036639,"",7.893606507733333333333333333333333333,0.477668621,0.0,0.0,0.0,0.129894759466666666666666667,0.294240749566666666666666667,0.7202797415,0.0,0.047843848566666666666666667,0.0
20190916-f-51,I0037480,"",0.0,0.227550039266666666666666667,0.0368760056,0.0,0.0,0.138669452266666666666666667,0.819081612399999938606666666666666666666666667,0.0,0.0,1.1353601368,0.0
20190916-f-52,I0035588,"",0.0,0.211525163066666666666666667,0.0,0.0,0.0,0.161013496,0.3281175909,0.8391080277,0.0,3.290997550399999846433333333333333333333333333,0.0
20190916-f-53,I0037462,"",0.0,0.2038330023,0.0,0.0,0.0,0.132063885866666666666666667,0.296118771633333333333333333,0.720784383733333333333333333333333333,0.0,0.155975666966666666666666667,0.0
20190916-f-54,I0037458,"",0.0,0.217421769033333333333333333,0.029105004133333333333333333,0.0,0.0,0.086435963733333333333333333,0.296564180266666666666666667,0.728062340466666666666666666666666667,0.0,0.1502978466,0.0
20190916-f-55,I0037289,"",13.816631943466666666666666666666666667,0.0,0.0,0.0,0.0,0.130444848,0.299180764133333333333333333,0.7332519161,0.0,0.111849974533333333333333333,0.0
20190916-f-56,I0035722,"",0.0,0.178226329066666666666666667,0.0,0.0,0.0,0.127468905066666666666666667,0.329350676,0.0,0.0,0.858889766933333333333333333333333333,0.0
20190916-f-57,I0037204,"",2.801176923733333333333333333333333333,0.0,0.0,0.0,0.0,0.1331526528,0.293317086866666666666666667,0.722890869966666666666666666666666667,0.0,0.132682674966666682023333333333333333,0.0
20190916-f-58,I0035794,"",4.180800766933333333333333333333333333,0.0,0.2552410294,0.0,0.0,0.127787488,0.301550853766666666666666667,0.719497384933333333333333333333333333,0.227248350386666666666666667,0.0525340817,0.0
20190916-f-59,I0035742,"",2.7113611584,0.0,0.0,0.0,0.0,0.1308060688,0.474027135666666666666666667,0.4871253634,2.592548235,0.159946593833333333333333333,0.0
20190916-f-60,I0037502,"",12.2330219402666672672,0.0,0.0,0.0,0.0,0.042433385066666666666666667,0.780425914,0.0,0.0717709342,1.465703536133333333333333333333333333,0.0
20190916-f-61,I0037189,"",4.055406404266666666666666666666666667,0.0,0.0,0.0,0.0,0.0,0.7306125912,0.0,0.0,3.8649098148333334869,0.045862026058333333333333333
20190916-f-62,I0037540,"",0.0,0.260607163966666666666666667,0.0,0.21153314818,0.0,0.1520072976,0.49519954756666663597,0.0,0.0,4.5231367826333330262,0.0
20190916-f-63,I0035826,"",12.707906885333333333333333333,0.0,0.0,0.0,0.0,0.127525955733333333333333333,0.3057802405,0.7202392351,0.0,0.1159586507,0.0
20190916-f-65,I0035176,"",3.285299873066666666666666666666666667,0.0,0.0,0.0,0.0,0.1290017664,0.2977766986,0.7205531597,1.753367474986666666666666666666666667,0.1232888484,0.0
20190916-t-BL,I0037062,"",22.469800818133333333333333333333333333,0.0,0.0,0.0,0.0,0.127810308266666666666666667,0.292665089666666666666666667,0.720841000633333333333333333333333333,0.0,0.046209438533333333333333333,0.0

Technical Replicate Summary
Sample,Barcode,Transfer_Sample,Glucose(g/L),Xylose(g/L),Pyruvate(g/L),Xylitol(g/L),Succinate(g/L),Lactate(g/L),Glycerol(g/L),Formate(g/L),Acetate(g/L),Ethanol(g/L),Cellobiose(g/L)
20190916-f-46,I0035639,T0033441,0.0,0.2387607468,0.0,0.0,0.028530544,0.0,0.381096047,0.0,0.60539053124,1.929572845,0.0
20190916-f-46,I0035639,T0033439,0.0,0.2386961909,0.0,0.0,0.0307789776,0.0,0.3888481832,0.0,0.61529929532,1.7277328038,0.0
20190916-f-46,I0035639,T0033440,0.0,0.2380371202,0.0,0.0,0.0311804836,0.0,0.3508610582,0.7919360234,0.61523788956,1.7525967828,0.0
20190916-f-47,I0035733,T0033442,0.0,0.2159064569,0.0,0.0,0.0328065829,0.1467015856,0.3432977065,0.0,2.82281747324,1.0446400142,0.0
20190916-f-47,I0035733,T0033444,0.0,0.2318427564,0.0,0.0,0.0293087571,0.1457440352,0.34846856,0.0,2.83936632556,1.1046977876,0.0
20190916-f-47,I0035733,T0033443,0.0,0.2270986484,0.0,0.0,0.0296394091,0.1447036112,0.3458025545,0.0,2.8594802546,1.0670890038,0.0
20190916-f-48,I0035430,T0033445,0.0,0.2357446351,0.0,0.0,0.0,0.1415219856,0.3214558003,0.8293832696,2.90052528164,0.9082847924,0.0
20190916-f-48,I0035430,T0033447,0.0,0.2405923328,0.0,0.0,0.0,0.1455494624,0.3216234041,0.8272801589,2.91131380132,0.8852083294,0.0
20190916-f-48,I0035430,T0033446,0.0,0.2416102142,0.0,0.0,0.0,0.144182048,0.3226787555,0.8271508146,2.97248279488,0.9020837704,0.0
20190916-f-49,I0035381,T0033449,1.47405650879999981984,0.0,0.0,0.0,0.0,0.14856444,0.4951329358,0.8095033729,0.0,2.7618789934,0.0
20190916-f-49,I0035381,T0033448,1.5103965824,0.0,0.0,0.0,0.0,0.1493598464,0.50182327430000009209,0.8195664515,0.0,2.9324047949,0.0
20190916-f-49,I0035381,T0033450,1.5294394944,0.0,0.0,0.0,0.0,0.149483256,0.5020129797,0.8135761073,0.0,2.8401560697,0.0
20190916-f-50,I0036639,T0033451,7.9625171072,0.4809024212,0.0,0.0,0.0,0.1290513104,0.2921868356,0.7206903291,0.0,0.0496565495,0.0
20190916-f-50,I0036639,T0033453,7.7368775168,0.4691622552,0.0,0.0,0.0,0.1307069808,0.2945977518,0.7192900965,0.0,0.0490143337,0.0
20190916-f-50,I0036639,T0033452,7.9814248992,0.4829411866,0.0,0.0,0.0,0.1299259872,0.2959376613,0.7208587989,0.0,0.0448606625,0.0
20190916-f-51,I0037480,T0033455,0.0,0.2420275756,0.0725403056,0.0,0.0,0.1373368688,0.8245324195,0.0,0.0,1.2070925089,0.0
20190916-f-51,I0037480,T0033456,0.0,0.2215108098,0.0136352104,0.0,0.0,0.139813168,0.81970321989999990791,0.0,0.0,1.1779366487,0.0
20190916-f-51,I0037480,T0033454,0.0,0.2191117324,0.0244525008,0.0,0.0,0.13885832,0.81300919779999990791,0.0,0.0,1.0210512528,0.0
20190916-f-52,I0035588,T0033457,0.0,0.2208082014,0.0,0.0,0.0,0.15829308,0.3269609405,0.8328608361,0.0,3.2449943519,0.0
20190916-f-52,I0035588,T0033459,0.0,0.2060954614,0.0,0.0,0.0,0.1617008064,0.3295597203,0.8552516693,0.0,3.3405716346,0.0
20190916-f-52,I0035588,T0033458,0.0,0.2076718264,0.0,0.0,0.0,0.1630466016,0.3278321119,0.8292115777,0.0,3.2874266646999995393,0.0
20190916-f-53,I0037462,T0038162,0.0,0.2048914188,0.0,0.0,0.0,0.1298287008,0.2952626416,0.7191234679,0.0,0.1575815136,0.0
20190916-f-53,I0037462,T0033460,0.0,0.2013618625,0.0,0.0,0.0,0.1357928976,0.2949421684,0.7203101213,0.0,0.1906441098,0.0
20190916-f-53,I0037462,T0033461,0.0,0.2052457256,0.0,0.0,0.0,0.1305700592,0.2981515049,0.722919562,0.0,0.1197013775,0.0
