End Products
Sample,Barcode,"",Glucose Avg(g/L),Xylose Avg(g/L),Pyruvate Avg(g/L),Xylitol Avg(g/L),Succinate Avg(g/L),Lactate Avg(g/L),Glycerol Avg(g/L),Formate Avg(g/L),Acetate Avg(g/L),Ethanol Avg(g/L),Cellobiose Avg(g/L)
20191105-f-187,I0040582,"",0.0,0.2465344782,0.0,0.0,0.0,0.1296233184,0.0,0.7741896172,0.0,0.0476009061,0.0
20191105-f-188,I0040603,"",0.0,0.2307783347,0.0,0.0,0.0,0.0,0.2948021916,0.7466622963,0.0,0.0,0.0
20191105-f-190,I0040629,"",0.0,0.2433592287,0.0,0.0,0.0,0.1273524016,0.2926389975,0.7192910171,0.0,0.0455881078,0.0
20191105-f-191,I0040652,"",1.2666527136,0.3566142981,0.0,0.0,0.0,0.1273262784,0.2946060399,0.7208776712,0.03783775696,0.0554770333,0.0
20191105-f-192,I0040682,"",0.0,0.2663936746,0.0,0.0,0.0,0.0,0.3012696723,0.7218079375,0.0,0.0603047086,0.0
20191105-f-193,I0040668,"",0.0,0.2639555634,0.0,0.0,0.0,0.0,0.2938877379,0.7225434969,0.0,0.0502517739,0.0
20191105-f-194,I0040600,"",0.0,0.2515953605,0.0,0.0,0.0,0.127737944,0.292247615,0.7190060914,0.0,0.0483831747,0.0
20191105-f-194,I0040733,"",0.0,0.2510729081,0.0,0.0,0.0,0.1273812272,0.2943610805,0.7199593727,0.0,0.0473475211,0.0
20191105-f-196,I0040720,"",0.0,0.220601022,0.0,0.0,0.0,0.1273668144,0.2928250193,0.7243916014,0.0,0.0474963272,0.0
20191105-f-197,I0040944,"",0.0,0.2389499106,0.0,0.0,0.0,0.1622016512,0.0,0.7357798837,0.0,0.3480703675,0.0
20191105-f-198,I0040678,"",0.0,0.251933153,0.0,0.0,0.0,0.127413656,0.2923553603,0.7606802725,0.0,0.0497477681,0.0
20191105-f-200,I0040722,"",0.0,0.2590538189,0.0,0.0,0.0,0.1273533024,0.2944844811,0.7244689318,0.0,0.0520462004,0.0
20191105-f-201,I0040908,"",2.7787860384,0.3222810684,0.0,0.0,0.0,0.1319690016,0.3577171587,0.0,0.0,0.0946494329,0.0
20191105-f-202,I0040656,"",0.0,0.2703330858,0.0,0.0,0.0,0.0,0.2943214818,0.0,0.0,0.0603871739,0.0
20191105-f-203,I0035631,"",0.7648656768,0.0,0.0,0.0,0.0,0.1273704176,0.2948657337,0.7317854003,0.0,0.2291448088,0.0
20191105-f-204,I0040705,"",3.9392326304,0.0,0.0,0.0,0.0,0.1274622992,0.3193727245,0.7196643204,0.0,0.0462791578,0.0
20191105-f-204,I0040535,"",8.4649725376,0.0,0.0,0.0,0.0,0.1304754752,0.3103027804,0.0,0.0,0.0454733935,0.0
20191105-f-205,I0040054,"",0.0,0.2367429996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483831747,0.0
20191105-f-206,I0040727,"",4.401119632,0.0,0.0,0.0,0.0,0.0,0.5199290892,0.0,0.0,0.2583167935,0.0
20191105-f-207,I0040715,"",0.0,0.2458543893,0.0,0.0,0.0,0.1282775232,0.3415627309,0.0,1.19322373864,0.1781397904,0.0
20191105-t-187,I0040569,"",0.0,0.2517109606,0.0,0.0,0.0,0.1280018784,0.3026878583,0.0,0.00345466444,0.076536091,0.0
20191105-t-188,I0040981,"",0.0,0.246798707,0.0,0.0,0.0,0.0,0.0,0.0,0.11712735412,0.2041624299,0.0
20191105-t-190,I0040543,"",0.0,0.1916994957,0.0,0.0,0.0,0.0,0.2937044788,0.7193927434,0.0,0.0,0.0
20191105-t-191,I0040747,"",3.1826308928,0.0,0.0,0.0,0.0,0.128300944,0.2966753022,0.7455212126,0.20397163108,0.0710749532,0.0
20191105-t-192,I0035818,"",0.9897197696,0.2356725727,0.0,0.0,0.0,0.0,0.2957728202,0.7283626095,1.14247837284,0.0557115296,0.0
20191105-t-193,I0040679,"",0.0,0.2648203122,0.031534286,0.0,0.0,0.127512744,0.2941833468,0.7226728412,0.0,0.1134676458,0.0
20191105-t-196,I0040565,"",0.0,0.2358317105,0.0,0.0,0.0,0.0,0.2977380208,0.7232123128,0.0,0.1494119205,0.0
20191105-t-197,I0040731,"",0.4717363488,0.0,0.0,0.0,0.0,0.1583156,0.3427350366,0.0,0.0,0.4800226794,0.0
20191105-t-198,I0040697,"",3.5533893632,0.0,0.0,0.0,0.0,0.1456962928,0.3190227825,0.0,0.19306089032,0.2125614516,0.0
20191105-t-200,I0040966,"",0.0,0.2594141309,0.0,0.0,0.0,0.0,0.2939475964,0.7214337136,0.0,0.40402376460000004607,0.0
20191105-t-201,I0040610,"",2.5768771232,0.0,1.5579856992,0.0,0.0,0.1604712144,0.3600636119,0.7819719093,0.0,0.7010319869,0.0
20191105-t-202,I0040883,"",0.5126416768,0.2395939683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651346874,0.0
20191105-t-203,I0040604,"",2.842825712,0.0,0.0,0.0,0.0,0.1275145456,0.2923019481,0.7191022941,0.0,0.2608488007,0.0
20191105-t-205,I0041011,"",0.0,0.2557074212,0.0,0.0,0.0,0.0,0.0,0.0,0.00898885856,0.36993565019999995393,0.0
20191105-t-206,I0040667,"",0.0,0.2815012565,0.0,0.0,0.0,0.1281225856,0.3822416466,0.0,0.0,1.228313733,0.0
20191105-t-207,I0040573,"",0.0,0.2298595391,0.0,0.0,0.0,0.128174832,0.3000163274,0.7247184144,0.6397181224,0.1611123184,0.0
20191105-BL-BL,I0040749,"",11.6876584031999981984,0.0,0.0,0.0,0.0,0.127404648,0.2921877565,0.7221039104,0.0,0.0462823827,0.0

Technical Replicate Summary
Sample,Barcode,Transfer_Sample,Glucose(g/L),Xylose(g/L),Pyruvate(g/L),Xylitol(g/L),Succinate(g/L),Lactate(g/L),Glycerol(g/L),Formate(g/L),Acetate(g/L),Ethanol(g/L),Cellobiose(g/L)
20191105-f-187,I0040582,T0045305,0.0,0.2465344782,0.0,0.0,0.0,0.1296233184,0.0,0.7741896172,0.0,0.0476009061,0.0
20191105-f-188,I0040603,T0045303,0.0,0.2307783347,0.0,0.0,0.0,0.0,0.2948021916,0.7466622963,0.0,0.0,0.0
20191105-f-190,I0040629,T0045309,0.0,0.2433592287,0.0,0.0,0.0,0.1273524016,0.2926389975,0.7192910171,0.0,0.0455881078,0.0
20191105-f-191,I0040652,T0045307,1.2666527136,0.3566142981,0.0,0.0,0.0,0.1273262784,0.2946060399,0.7208776712,0.03783775696,0.0554770333,0.0
20191105-f-192,I0040682,T0045321,0.0,0.2663936746,0.0,0.0,0.0,0.0,0.3012696723,0.7218079375,0.0,0.0603047086,0.0
20191105-f-193,I0040668,T0045338,0.0,0.2639555634,0.0,0.0,0.0,0.0,0.2938877379,0.7225434969,0.0,0.0502517739,0.0
20191105-f-194,I0040600,T0045332,0.0,0.2515953605,0.0,0.0,0.0,0.127737944,0.292247615,0.7190060914,0.0,0.0483831747,0.0
20191105-f-194,I0040733,T0045330,0.0,0.2510729081,0.0,0.0,0.0,0.1273812272,0.2943610805,0.7199593727,0.0,0.0473475211,0.0
20191105-f-196,I0040720,T0045312,0.0,0.220601022,0.0,0.0,0.0,0.1273668144,0.2928250193,0.7243916014,0.0,0.0474963272,0.0
20191105-f-197,I0040944,T0045310,0.0,0.2389499106,0.0,0.0,0.0,0.1622016512,0.0,0.7357798837,0.0,0.3480703675,0.0
20191105-f-198,I0040678,T0045301,0.0,0.251933153,0.0,0.0,0.0,0.127413656,0.2923553603,0.7606802725,0.0,0.0497477681,0.0
20191105-f-200,I0040722,T0045318,0.0,0.2590538189,0.0,0.0,0.0,0.1273533024,0.2944844811,0.7244689318,0.0,0.0520462004,0.0
20191105-f-201,I0040908,T0045316,2.7787860384,0.3222810684,0.0,0.0,0.0,0.1319690016,0.3577171587,0.0,0.0,0.0946494329,0.0
20191105-f-202,I0040656,T0045314,0.0,0.2703330858,0.0,0.0,0.0,0.0,0.2943214818,0.0,0.0,0.0603871739,0.0
20191105-f-203,I0035631,T0045311,0.7648656768,0.0,0.0,0.0,0.0,0.1273704176,0.2948657337,0.7317854003,0.0,0.2291448088,0.0
20191105-f-204,I0040705,T0045313,3.9392326304,0.0,0.0,0.0,0.0,0.1274622992,0.3193727245,0.7196643204,0.0,0.0462791578,0.0
20191105-f-204,I0040535,T0045308,8.4649725376,0.0,0.0,0.0,0.0,0.1304754752,0.3103027804,0.0,0.0,0.0454733935,0.0
20191105-f-205,I0040054,T0045306,0.0,0.2367429996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483831747,0.0
20191105-f-206,I0040727,T0045304,4.401119632,0.0,0.0,0.0,0.0,0.0,0.5199290892,0.0,0.0,0.2583167935,0.0
20191105-f-207,I0040715,T0045302,0.0,0.2458543893,0.0,0.0,0.0,0.1282775232,0.3415627309,0.0,1.19322373864,0.1781397904,0.0
20191105-t-187,I0040569,T0045349,0.0,0.2517109606,0.0,0.0,0.0,0.1280018784,0.3026878583,0.0,0.00345466444,0.076536091,0.0
20191105-t-188,I0040981,T0045351,0.0,0.246798707,0.0,0.0,0.0,0.0,0.0,0.0,0.11712735412,0.2041624299,0.0
20191105-t-190,I0040543,T0045371,0.0,0.1916994957,0.0,0.0,0.0,0.0,0.2937044788,0.7193927434,0.0,0.0,0.0
20191105-t-191,I0040747,T0045373,3.1826308928,0.0,0.0,0.0,0.0,0.128300944,0.2966753022,0.7455212126,0.20397163108,0.0710749532,0.0
20191105-t-192,I0035818,T0045353,0.9897197696,0.2356725727,0.0,0.0,0.0,0.0,0.2957728202,0.7283626095,1.14247837284,0.0557115296,0.0
20191105-t-193,I0040679,T0045357,0.0,0.2648203122,0.031534286,0.0,0.0,0.127512744,0.2941833468,0.7226728412,0.0,0.1134676458,0.0
20191105-t-196,I0040565,T0045356,0.0,0.2358317105,0.0,0.0,0.0,0.0,0.2977380208,0.7232123128,0.0,0.1494119205,0.0
20191105-t-197,I0040731,T0045381,0.4717363488,0.0,0.0,0.0,0.0,0.1583156,0.3427350366,0.0,0.0,0.4800226794,0.0
20191105-t-198,I0040697,T0045379,3.5533893632,0.0,0.0,0.0,0.0,0.1456962928,0.3190227825,0.0,0.19306089032,0.2125614516,0.0
20191105-t-200,I0040966,T0045372,0.0,0.2594141309,0.0,0.0,0.0,0.0,0.2939475964,0.7214337136,0.0,0.40402376460000004607,0.0
20191105-t-201,I0040610,T0045323,2.5768771232,0.0,1.5579856992,0.0,0.0,0.1604712144,0.3600636119,0.7819719093,0.0,0.7010319869,0.0
20191105-t-202,I0040883,T0045325,0.5126416768,0.2395939683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651346874,0.0
20191105-t-203,I0040604,T0045348,2.842825712,0.0,0.0,0.0,0.0,0.1275145456,0.2923019481,0.7191022941,0.0,0.2608488007,0.0
20191105-t-205,I0041011,T0045350,0.0,0.2557074212,0.0,0.0,0.0,0.0,0.0,0.0,0.00898885856,0.36993565019999995393,0.0
20191105-t-206,I0040667,T0045374,0.0,0.2815012565,0.0,0.0,0.0,0.1281225856,0.3822416466,0.0,0.0,1.228313733,0.0
20191105-t-207,I0040573,T0045354,0.0,0.2298595391,0.0,0.0,0.0,0.128174832,0.3000163274,0.7247184144,0.6397181224,0.1611123184,0.0
20191105-BL-BL,I0040749,T0045335,11.6876584031999981984,0.0,0.0,0.0,0.0,0.127404648,0.2921877565,0.7221039104,0.0,0.0462823827,0.0


Sample,Barcode,Parent Barcode,batch,condition,strain_int
20191105-BL-BL,I0040749,,20191105,BL,BL
20191105-t-207,I0040573,,20191105,t,207
20191105-t-206,I0040667,,20191105,t,206
20191105-t-205,I0041011,,20191105,t,205
20191105-t-203,I0040604,,20191105,t,203
20191105-t-202,I0040883,,20191105,t,202
20191105-t-201,I0040610,,20191105,t,201
20191105-t-200,I0040966,,20191105,t,200
20191105-t-198,I0040697,,20191105,t,198
20191105-t-197,I0040731,,20191105,t,197
20191105-t-196,I0040565,,20191105,t,196
20191105-t-193,I0040679,,20191105,t,193
20191105-t-192,I0035818,,20191105,t,192
20191105-t-191,I0040747,,20191105,t,191
20191105-t-190,I0040543,,20191105,t,190
20191105-t-188,I0040981,,20191105,t,188
20191105-t-187,I0040569,,20191105,t,187
20191105-f-207,I0040715,,20191105,f,207
20191105-f-206,I0040727,,20191105,f,206
20191105-f-205,I0040054,,20191105,f,205
20191105-f-204,I0040535,,20191105,f,204
20191105-f-204,I0040705,,20191105,f,204
20191105-f-203,I0035631,,20191105,f,203
20191105-f-202,I0040656,,20191105,f,202
20191105-f-201,I0040908,,20191105,f,201
20191105-f-200,I0040722,,20191105,f,200
20191105-f-198,I0040678,,20191105,f,198
20191105-f-197,I0040944,,20191105,f,197
20191105-f-196,I0040720,,20191105,f,196
20191105-f-194,I0040733,,20191105,f,194
20191105-f-194,I0040600,,20191105,f,194
20191105-f-193,I0040668,,20191105,f,193
20191105-f-192,I0040682,,20191105,f,192
20191105-f-191,I0040652,,20191105,f,191
20191105-f-190,I0040629,,20191105,f,190
20191105-f-188,I0040603,,20191105,f,188
20191105-f-187,I0040582,,20191105,f,187


