End Products
Sample,Barcode,"",Glucose Avg(g/L),Xylose Avg(g/L),Pyruvate Avg(g/L),Xylitol Avg(g/L),Succinate Avg(g/L),Lactate Avg(g/L),Glycerol Avg(g/L),Formate Avg(g/L),Acetate Avg(g/L),Ethanol Avg(g/L),Cellobiose Avg(g/L)
20191007-t-102,I0035646,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3291588485,0.0
20191007-f-102,I0037597,"",0.0,0.0,0.0,0.0,0.0,0.0,0.079848476300000009209,0.0,0.0,8.0757821411,0.0
20191007-t-103,I0035716,"",5.1407376864,0.0,0.1769424804,0.0,0.0,0.0,0.0,0.0,2.15586825804,1.0606424287,0.023245355315
20191007-f-103,I0037307,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-t-104,I0037599,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043494876,0.0
20191007-f-104,I0035768,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-t-105,I0037186,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40102861932,3.7588121405,0.0
20191007-f-105,I0035378,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75397948076,0.8579090902,0.0
20191007-t-106,I0035467,"",7.7838722528,0.0013676843,0.0,0.0,0.0707063875,0.0,0.0,0.0,0.22443391972,1.66566085,0.0
20191007-f-106,I0037551,"",8.11156888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-t-107,I0035495,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7982093887,0.0
20191007-f-107,I0035541,"",0.0,0.0,0.0,0.0,0.0,0.0,0.1461459091,0.0,0.0,0.0,0.0
20191007-t-108,I0035711,"",6.2207662592,0.0,0.56844050899999991194,0.0,0.0,0.0,0.0,0.0,1.66583021828,1.9708446545,0.02200966495
20191007-f-108,I0035685,"",8.1663807584,0.0,1.2924319632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030789570175
20191007-t-109,I0037237,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0003471793,0.0,0.0,4.7768951032,0.0
20191007-f-109,I0035432,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0332315974,0.0,0.11603090704,4.0030402673,0.0
20191007-t-110,I0037436,"",9.9989358496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828693339,0.00059559591
20191007-f-110,I0037534,"",2.258602864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-t-111,I0037463,"",9.4132645152,0.0075455338,0.0,0.0,0.0,0.0,0.0,0.0,1.071441946,1.7264004594,0.0
20191007-f-111,I0037194,"",9.4773276096,0.007536526,0.0,0.0,0.0,0.0,0.0,0.0,1.02497549888,1.75660303,0.0
20191007-t-112,I0035635,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416904960480000059044,4.5797500557000004607,0.0
20191007-f-112,I0035570,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8418995394,0.9850466264,0.0
20191007-t-113,I0037374,"",15.8794681471999981984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-f-113,I0035217,"",15.9721100223999981984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191007-t-114,I0037525,"",19.4465983136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27522238764,0.2505963829,0.0
20191007-f-114,I0037528,"",17.3522040831999981984,0.0003693198,0.0,0.0,0.0,0.0,0.0,0.0,0.64225642396,1.445326468,0.0
20191007-t-115,I0037398,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4040174266,4.7067125259,0.0
20191007-f-115,I0037136,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437324082,0.0
20191007-t-116,I0035690,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3167640407,0.0
20191007-f-116,I0035579,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707435686,1.1890151016,0.0
20191007-t-117,I0037565,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4245383559,0.0
20191007-f-117,I0037288,"",0.0,0.0154588861,0.0,0.0,0.0,0.0,0.1110835625,0.0,0.0,0.0,0.0
20191007-t-118,I0035808,"",9.8772972224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418163569,0.0
20191007-f-118,I0037544,"",0.082612368,0.0115314853,0.0,0.0,0.0,0.0,0.2124737316,0.0,0.2784485518,1.5606926585,0.01755296452
